Name of Event,Category,Date(s),Location,Estimated Size of Event,Number of People/ Capacity of Space,Source for # People,Source Org Title,Article Title,Mention of Police Presence (Y/N),Source for police presence,Official Media Presence,Notes_x,Source 1 URL,Source 2 URL,Address,Venue Capacity,Venue Type,Completed,Main Source for Search,Notes_y,Source,Latitude,Longitude
LIVE FROM HERE WITH CHRIS THILE,"Comedy, Music",2019-01-26 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/1/26/live-from-here-with-chris-thile,https://zumic.com/events/chris-thile-at-chicago-symphony-hall-in-chicago-on-jan-26-2019,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
LEIF OVE ANDSNES,Music,2019-01-27 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/1/27/leif-ove-andsnes,https://conciergeunlimited.com/leif-ove-andsnes/,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
JOSHUA REDMAN QUARTET — ANAT COHEN TENTET,Music,2019-02-01 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/2/1/joshua-redman-quartet-anat-cohen-tentet,https://csosoundsandstories.org/joshua-redman-quartet-anat-cohen-tentet-february-2019-scp-jazz/,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
CIVIC ORCHESTRA: UCHICAGO PREMIERES,Music,2019-02-05 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/2/5/civic-orchestra-uchicago-premieres,https://www.facebook.com/events/374816753337269/,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
CHINESE NEW YEAR CELEBRATION,Music,2019-02-10 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/2/10/chinese-new-year-celebration,https://www.mfa.gov.cn/ce/cgcc/eng/lghd/t1640811.htm,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
ROYAL CONCERTGEBOUW ORCHESTRA,Music,2019-02-12 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/2/12/royal-concertgebouw-orchestra,https://csosoundsandstories.org/royal-concertgebouw-orchestra-february-2019-scp-orchestras/,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
CSO CHAMBER: ALL-ACCESS — CIVITAS ENSEMBLE,Music,2019-02-13 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/2/13/cso-chamber-all-access-civitas-ensemble,https://csosoundsandstories.org/civitas-ensemble-february-2019-all-access-chamber/,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
CLASSIC ENCOUNTER LECTURE,Music,2019-02-14 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,could not verify with second source,https://do312.com/events/2019/2/14/classic-encounter-lecture,,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
RACHMANINOV & TCHAIKOVSKY,Music,"2/14/2019, 2/16/2019, 2/17/2019",Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/2/14/rachmaninov-tchaikovsky,https://csosoundsandstories.org/rachmaninov-tchaikovsky-february-2019-cso/,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
NORTH BY NORTHWEST,Music,2019-02-15 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/2/15/north-by-northwest,https://csosoundsandstories.org/north-by-northwest-february-2019-cso-at-the-movies/,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
GEORGE HINCHLIFFE’S UKULELE ORCHESTRA OF GREAT BRITAIN,Music,2019-03-20 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/3/20/george-hinchliffe-s-ukulele-orchestra-of-great-britain,https://csosoundsandstories.org/the-ukulele-orchestra-of-great-britain-strums-along-with-a-zany-spirit/,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
MENDELSSOHN SCOTTISH SYMPHONY,Music,"3/21/2019, 3/23/2019",Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/3/21/mendelssohn-scottish-symphony,https://www.chicago-theater.com/theaters/symphony-center/tickets.php?buy=true&cmsEventId=0&utc=1553371200&eventName=Chicago+Symphony+Orchestra+-+Mendelssohn+Scottish+Symphony&theatreName=Chicago+Symphony+Center&vsShowId=2602221&floorImg=,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
AN AMERICAN IN PARIS,Music,"3/22/2019, 3/24/2019",Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/3/22/an-american-in-paris,https://www.chicago-theater.com/theaters/symphony-center/chicago-symphony-orchestra-an-american-in-paris.php,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
"ONCE UPON A SYMPHONY: THE BOY AND THE VIOLIN, A BRAZILIAN FOLKTALE",Music,2019-03-23 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/3/23/once-upon-a-symphony-the-boy-and-the-violin-a-brazilian-folktale,https://slippedisc.com/2019/03/just-in-chicago-cancels-2nd-week-of-concerts/,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
PERCY GRAINGER WIND BAND FESTIVAL,Music,2019-03-23 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/3/23/percy-grainger-wind-band-festival,https://graingerbandfestival.org/wp-content/uploads/2019-presentation.pdf,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
BOB ROGERS TRAVEL PRESENTS UNIVERSITY OF IOWA SYMPHONY ORCHESTRA,Music,2019-03-27 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,could not verify with second source,https://do312.com/events/2019/3/27/bob-rogers-travel-presents-university-of-iowa-symphony-orchestra,,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
ROOSEVELT UNIVERSITY'S CCPA SYMPHONY ORCHESTRA WITH CONSERVATORY CHORUS,Music,2019-04-07 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,could not verify with second source,https://do312.com/events/2019/4/7/roosevelt-university-s-ccpa-symphony-orchestra-with-conservatory-chorus,,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
MICHAEL CHRISTIE LEADS CIVIC ORCHESTRA OF CHICAGO FOR SEASON FINALE,Music,2019-06-05 00:00:00,Chicago Symphony Orchestra,Medium,2615,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,,,,,,,https://do312.com/events/2019/6/5/michael-christie-leads-civic-orchestra-of-chicago-for-season-finale,https://www.michaelchristieonline.com/past-events,"220 S Michigan Ave, Chicago, IL 60604",2615.0,Music,Yes,do312,,https://www.eventective.com/chicago-il/chicago-symphony-orchestra-536751.html,41.87898,-87.625109
3rd Annual Patrick Lives On Film Showcase Fundraiser,Film,2019-03-09 00:00:00,Cinespace Chicago Film Studios,Medium,5000,https://www.bizbash.com/venues-destinations/united-states/chicago/media-gallery/13478912/10-biggest-venues-for-events-and-meetings-in-chicago,,,,,,,https://www.facebook.com/events/1939292646188950/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D,https://reelchicago.com/article/patrick-lives-2019/,"2621 W 15th Pl, Chicago, IL 60608",5000.0,Event Space,Yes*,do312,"* seems to be primarily a private event space, could not find comprehensive archive of public events (I only listed one event for this location)",https://www.bizbash.com/venues-destinations/united-states/chicago/media-gallery/13478912/10-biggest-venues-for-events-and-meetings-in-chicago,41.859803,-87.69179
BACKSTAGE TOURS AT LYRIC,Music,"8/3/2018, 8/10/2018",Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,*could not verify with second source,https://do312.com/events/2018/8/3/backstage-tours-at-lyric-zrlprlr,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
LYRIC UNCORKED,Music,2018-09-10 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,*could not verify with second source,https://do312.com/events/2018/9/10/lyric-uncorked,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
BACKSTAGE TOURS AT LYRIC,Music,2018-09-17 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,*could not verify with second source,https://do312.com/events/2018/9/17/backstage-tours-at-lyric,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
LYRIC UNCORKED,Music,2018-09-24 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,*could not verify with second source,https://do312.com/events/2018/9/24/lyric-uncorked,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
THE OPERA INSIDER SERIES - LA BOHÈME,Music,2018-09-25 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/9/25/the-opera-insider-series-la-boheme,https://www.opera-online.com/en/items/productions/la-boheme-lyric-opera-of-chicago-2018-2019-2018,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
LYRIC UNCORKED,Music,9/292018,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/9/29/lyric-uncorked,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
RYAN OPERA CENTER FINAL AUDITIONS,Music,2018-09-30 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/9/30/ryan-opera-center-final-auditions,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
LYRIC UNCORKED,Music,2018-10-03 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/10/3/lyric-uncorked,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
LA BOHÈME,Music,"10/6/2018, 10/11/2018, 10/14/2018, 10/17/2018, 10/20/2018, 1/10/2019, 10/14/2018, 10/17/2018, 10/20/2018, 1/10/2019, 1/13/2019, 1/16/2019, 1/19/2019, 1/22/2019, 1/25/2019",Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/10/6/la-boheme,https://www.opera-online.com/en/items/productions/la-boheme-lyric-opera-of-chicago-2018-2019-2018,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
THE OPERA INSIDER SERIES - IDOMENEO,Music,2018-10-09 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/10/9/the-opera-insider-series-idomeneo,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
LYRIC UNCORKED,Music,2018-10-09 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/10/9/lyric-uncorked,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
CHOIR! CHOIR! CHOIR!,Music,2018-10-12 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/10/12/choir-choir-choir,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
IDOMENEO,Music,"10/13/2018, 10/18/2018, 10/21/2018, 10/24/2018, 10/28/2018, 11/2/2018",Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://www.opera-online.com/en/items/productions/idomeneo-re-di-creta-lyric-opera-of-chicago-2018-2018,https://do312.com/events/2018/10/13/idomeneo,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
THE OPERA INSIDER SERIES - SIEGFRIED,Music,2018-10-16 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/10/16/the-opera-insider-series-siegfried,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
LYRIC HALLOWEEN MASQUERADE,Music,2018-10-27 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/10/27/lyric-halloween-masquerade,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
BACKSTAGE TOURS AT LYRIC,Music,2018-11-02 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/11/2/backstage-tours-at-lyric,,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
SIEGFRIED,Music,2018-11-03 00:00:00,Civic Opera House,Medium,3600,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,,,,,,,https://do312.com/events/2018/11/3/siegfried,https://www.lyricopera.org/shows/upcoming/2018-19/siegfried/,"20 N Upper Wacker Dr STE 400, Chicago, IL 60606",3600.0,Event Space,Yes,"Backstage, do312",,https://www.cvent.com/venues/chicago/entertainment-venue/civic-opera-house/venue-ab7fbdd8-17ab-4f84-9440-706075bb049e,41.882554,-87.637496
